ObjectID,GlobalID,Target Species,Other Species,Comments,Approximate Area of Population,Evidence of Disturbance/Damage,If Other Factor Please Specify,Approximate Number of Individual Plants Present and Accessible,Percent of Population in Vegetative Growth,Percent of Population Flowering,Percent of Population with Developing Seed,Percent of Population with Mature Seed,Percent of Population Post Seed-Dispersal,Select the Most Frequently Occurring Seed Type,Other Damage:,Estimated Number of Healthy Seeds per Fruit,Estimated Number of Fruits per Stem,Estimated Number of Stems per Individual Plant,Viability Calculation Result,Estimate the Number of Individual Plants at Natural Dispersal Stage,Are You Collecting Seeds on This Trip?,Primary Key,General Notes,ParentGlobalID,CreationDate,Creator,EditDate,Editor
496,189c06ea-5217-4421-8a59-274d262dbe88,Other,Poa alpina,,0,No_Damage,,0,0,0,0,0,0,Healthy,,0,0,0,0,<50,no,20240815_39.3277598-106.1295796,I was looking for our alpine species. I keyed out the Poa as wheeleri not alpina. So registering this for future reference,395274c8-25f8-4c22-83a3-c77514b474f6,########,cnhp_guest4,########,cnhp_guest4
497,d01bd6a2-34c0-4673-96e7-ee9bfa0c2f82,Other,"This is mostly Muhlenbergia montana but also heterotheca villosa and lots of grasses in the aspens but I didn't key them until home so thinking after keying that there are good genuses, not the right species. ",,0,No_Damage,,0,0,0,0,0,0,Healthy,,0,0,0,160000,<50,no,20240815_39.14643934-105.48193414,"Again, just finishing the scouting form to get this on the map... but might not be the right spot along Tarryall Rd.",015785b6-4af7-45d8-9c8c-ba0137f5f63f,########,cnhp_guest4,########,cnhp_guest4
498,de9ae252-6630-4f84-9e43-1769ab82eabd,NAVI4,,,60,No_Damage,,2500,0,5,5,60,30,Healthy,,1,20,4,40000,>50,yes,20240629_43.657268665572154-103.01573333149425,,0d7658e1-c6af-4b92-b154-2cae4a3a51e6,########,cnhp_guest7,########,cnhp_guest7
499,84a006af-df1f-45f3-b2ee-a30145c9b435,ERUM,,,3,No_Damage,,300,0,10,20,65,5,Healthy,,1,25,8,12000,>50,yes,20240820_40.73161026-105.60116327,,41e14eea-ad5d-4f89-b57d-236b3e9411dd,########,cnhp_guest4,########,cnhp_guest4
500,c6ccb314-d837-4491-a202-5a2876dc9f2f,Other,Thermopsis divaricarpa,,5,No_Damage,,500,95,0,0,5,0,Immature,,0,0,0,0,<50,no,20240820_40.73161026-105.60116327,,41e14eea-ad5d-4f89-b57d-236b3e9411dd,########,cnhp_guest4,########,cnhp_guest4
501,0d0ff17d-0d44-444b-8dcd-0ae35f21c530,HEVI4,,,3,No_Damage,,400,5,25,20,30,20,Healthy,,1,37,21,62160,>50,yes,20240820_40.73161026-105.60116327,,41e14eea-ad5d-4f89-b57d-236b3e9411dd,########,cnhp_guest4,########,cnhp_guest4
502,dd287b17-5217-47bd-a229-f37dd4406ca1,CHAN9,,,2,Burnt,,500,90,3,4,3,0,Immature,,0,0,0,0,<50,no,20240821_40.74256591-105.64675593,,b0f59037-ce54-4b18-82b4-3e5c78c9b374,########,cnhp_guest4,########,cnhp_guest4
503,e0f3ab19-b947-4a73-9e5b-51f615906fb1,Other,Thermopsis divaricarpa,,0.5,Burnt,,50,100,0,0,0,0,Immature,,0,0,0,0,<50,no,20240821_40.74256591-105.64675593,,b0f59037-ce54-4b18-82b4-3e5c78c9b374,########,cnhp_guest4,########,cnhp_guest4
504,c832ca20-98fa-45da-9d72-be5eb2e589e5,ELTR7,,,0.5,Burnt,,200,0,5,25,60,10,Healthy,,4,11,15,26400,>50,yes,20240821_40.76237278-105.64510047,,9a62d2c9-b617-42ac-b635-a7ede2c82d6d,########,cnhp_guest4,########,cnhp_guest4
505,02b7ae46-92d4-490e-970c-12857a70a74e,ELTR7,,,1,Burnt,,500,0,0,10,85,5,Healthy,,4,11,10,44000,>50,yes,20240821_40.76234497-105.65155717,,86ae2922-1b2e-49e6-b4af-05615a799707,########,cnhp_guest4,########,cnhp_guest4
506,ead96968-79bf-4c2a-92e2-495c2ae7ad92,CHAN9,,,3,Burnt,,500,20,10,30,25,15,Healthy,,100,7,3,210000,>50,yes,20240821_40.75979474-105.66631354,,c46fe1ce-8baa-41c9-b572-749714065630,########,cnhp_guest4,########,cnhp_guest4
507,604a82b8-11c2-4de8-a6ef-d0c048bf9ea3,Other,Thermopsis divaricarpa,,6,No_Damage,,2000,0,0,0,50,50,Healthy,,7,5,7,98000,>50,yes,20240821_40.80981861-105.67571919,,02b7b25c-8786-41c5-a298-e370a55951a6,########,cnhp_guest4,########,cnhp_guest4
508,858b7af5-ecbb-4153-8a53-8d3e9d04bec9,ERUM,,,1,Grazed_Domestic,,250,0,0,20,50,30,Healthy,,1,20,10,10000,>50,yes,20240822_40.63699878-105.52452681,Some seeds in cut test were moldy,685dc1d1-a395-4172-8dea-f12e27fba1a1,########,cnhp_guest4,########,cnhp_guest4
509,f09e5bb4-1258-48ed-9b60-a258a6d709b8,Other,Thermopsis divaricarpa,,3,Grazed_Domestic,,800,50,0,0,10,40,Empty,,5,7,5,28000,<50,no,20240822_40.63699878-105.52452681,,685dc1d1-a395-4172-8dea-f12e27fba1a1,########,cnhp_guest4,########,cnhp_guest4
510,2ea4ba53-e862-4760-a5de-bb7e7169e6c4,ERUM,,,1,No_Damage,,250,0,0,0,10,90,Healthy,,0,0,0,0,<50,no,20240825_40.31352068-106.06767858,,ec1e5f85-0501-4885-a1ce-4aea502113ee,########,cnhp_guest4,########,cnhp_guest4
511,122a4b43-836a-4481-8231-9acee2006391,FEID,,,3,No_Damage,,200,0,0,0,5,95,Healthy,,5,15,8,24000,<50,no,20240825_40.31352068-106.06767858,,ec1e5f85-0501-4885-a1ce-4aea502113ee,########,cnhp_guest4,########,cnhp_guest4
512,4530c067-142f-448a-9bb4-3ff394a09a27,DECE,,,1.5,No_Damage,,1000,0,15,85,0,0,Immature,,2,30,3,36000,<50,no,20240825_40.28133566-106.08477275,,304b56eb-33b0-4d7d-8f8b-221a18b6fcf8,########,cnhp_guest4,########,cnhp_guest4
513,84848b03-205d-4fa0-a2da-f9618551f6f5,ERUM,,,2,No_Damage,,500,0,0,5,55,40,Healthy,,1,15,7,10500,>50,yes,20240825_40.27891135-106.08609742,,b8fd301f-0aad-48c0-8f18-5b8901b80bd5,########,cnhp_guest4,########,cnhp_guest4
514,e8863028-776e-4228-ada7-5d6035b43b7b,CHAN9,,,3,Burnt,,550,0,5,10,80,5,Healthy,,100,10,1,110000,>50,yes,20240823_40.73394276-105.6334462,,63a557a8-6622-4bf9-aa1b-2627a4fd8f43,########,cnhp_guest4,########,cnhp_guest4
515,b04ce98c-5266-4568-986e-11f8375a33cd,PSSP6,,,3,No_Damage,,500,0,0,0,40,60,Empty,,5,8,7,28000,<50,no,20240825_40.16332451-105.90737229,Most seeds empty,4dce6731-8f05-497d-a6bc-7250a2caa1ea,########,cnhp_guest4,########,cnhp_guest4
516,29a4e0bc-a862-4af2-b848-22d504b0d0e7,HEVI4,,,0.5,No_Damage,,300,0,30,20,50,0,Healthy,,1,37,21,46620,>50,yes,20240822_40.73723245-105.61711682,,2378f6a1-6f17-4408-84cb-510c7a02eb6f,########,cnhp_guest4,########,cnhp_guest4
517,70d3a60a-a342-458e-b621-f67a64ca7ee2,Other,Solidago simplex,,2,No_Damage,,250,0,20,30,50,0,Healthy,,1,2000,2,200000,>50,yes,20240822_40.73723245-105.61711682,,2378f6a1-6f17-4408-84cb-510c7a02eb6f,########,cnhp_guest4,########,cnhp_guest4
518,3547c0e6-c90c-4fb3-9184-94e855625078,ERUM,,,1,No_Damage,,2000,0,0,0,5,95,Healthy,,0,0,0,0,<50,no,20240825_40.22703034-105.9313758,,1f1cc157-9f47-4360-9c90-e373aee69afc,########,cnhp_guest4,########,cnhp_guest4
519,645027c7-94db-4cb8-843c-b18022576336,CHAN9,,,5,Burnt,,500,50,20,10,20,0,Healthy,,200,25,1,500000,>50,yes,20240825_40.28680515-105.97176346,,f28cb1d2-8fd2-4a26-8d75-244411e74c71,########,cnhp_guest4,########,cnhp_guest4
520,c58352f2-2621-462e-a618-c17310fe3ee5,ELTR7,,,6,Grazed_Domestic,,3500,0,0,15,60,40,Healthy,,4,11,2,61600,>50,yes,20240821_44.24744702-106.91564567,,5f265ae6-5eb6-446d-80fd-9455622ccf35,########,ac15_CSUesri,########,ac15_CSUesri
521,68129373-3b0f-4890-9b86-7050c3366dfb,DECE,,,1,Trampled,,250,5,5,30,55,5,Healthy,,2,30,2,6000,>50,yes,20240821_44.25259247-106.92026547,,93210c2d-adae-4310-9c62-d162ed4e5478,########,ac15_CSUesri,########,ac15_CSUesri
522,c750cc9d-0e0a-49ca-a5f4-3ebeb0cfd670,CHAN9,,,2,No_Damage,,150,5,30,55,10,0,Immature,,100,35,6,630000,<50,no,20240822_44.76232847-107.75583539,,89e7001a-964d-4ccc-8181-2f8f5fbf74a2,########,ac15_CSUesri,########,ac15_CSUesri
523,ede03902-e964-4cef-bb38-880816aeb17e,Other,Penstemon procerus,,2,Insect_damage,,150,5,0,50,40,5,Immature,,5,45,2,13500,<50,no,20240822_44.76232847-107.75583539,,89e7001a-964d-4ccc-8181-2f8f5fbf74a2,########,ac15_CSUesri,########,ac15_CSUesri
524,935e1f5d-1f6b-49f1-ba78-fba39e773234,None,,"PEST2 present, but not in good collection site/numbers.",0,Grazed_Domestic,,4,10,70,20,0,0,Healthy,,7,32,1,179,<50,no,20240822_44.77990215-107.53577433,Very weedy. Plants in the median at the loop in campground. ,4415a1fc-928d-4f3a-a6ae-4b2b9d5ac3c8,########,ac15_CSUesri,########,ac15_CSUesri
525,9091f83f-e97f-4470-b3f3-f640011f3009,FEID,,,4,No_Damage,,1500,0,0,20,60,20,Healthy,,5,15,5,112500,>50,yes,20240823_44.19208223-107.21051533,,dd30a116-d72b-47db-a86f-73eaa13d128b,########,ac15_CSUesri,########,ac15_CSUesri
526,40c06b25-c4b1-440e-bc66-bdbf368daa0b,Other,Penstemon procerus,,1,Insect_damage,,150,20,0,30,45,5,Healthy,,7,32,1,6720,>50,yes,20240823_44.19208223-107.21051533,,dd30a116-d72b-47db-a86f-73eaa13d128b,########,ac15_CSUesri,########,ac15_CSUesri
527,e276c0a6-cc35-4c57-babe-56ebf25708b8,ACNE9,,,2,No_Damage,,400,0,0,10,70,20,Healthy,,1,40,2,6400,>50,yes,20240823_44.19208223-107.21051533,,dd30a116-d72b-47db-a86f-73eaa13d128b,########,ac15_CSUesri,########,ac15_CSUesri
528,c782b14b-8958-45c9-bd40-511ada0b04c7,ELTR7,,,2,No_Damage,,300,0,5,30,55,10,Healthy,,4,11,2,5280,>50,no,20240823_44.19208223-107.21051533,"Crew didnt have enough time to collect, would be good for future years!",dd30a116-d72b-47db-a86f-73eaa13d128b,########,ac15_CSUesri,########,ac15_CSUesri
529,109d8856-2d65-45ee-98a8-288a7105d625,DECE,,,2,No_Damage,,300,0,0,20,60,20,Healthy,,2,30,4,14400,>50,no,20240823_44.19208223-107.21051533,"Crew didnt have enough time to collect, would be good for future years!",dd30a116-d72b-47db-a86f-73eaa13d128b,########,ac15_CSUesri,########,ac15_CSUesri
530,bb305606-ff1e-40ec-8bf7-d9aee586d7f4,None,,"iNat point for PEST2, not seen. Other tarfet sp. intermixed with weeds, too close to major road.",0,Other,Road distrubance,0,0,0,0,0,0,Empty,,0,0,0,0,<50,no,20240824_44.68909352-107.49351711,,5ca7bf08-89a1-4d56-b5bf-14721fc4f0d3,########,ac15_CSUesri,########,ac15_CSUesri
531,062ed01c-d7da-4881-9f74-f1e5e4d2c416,MOFI,,,0,No_Damage,,0,0,0,0,0,0,Empty,,0,0,0,0,<50,no,20240820_44.17624335-106.88713807,,8b821190-0d9c-4142-af18-fc7513a281f0,########,cnhp_guest4,########,cnhp_guest4
532,6cc091d5-5caa-42c3-b8c3-db0b635f2d76,CHAN9,,,0.01,Insect_damage,,10,10,20,35,30,5,Immature,,100,35,6,42000,<50,no,20240820_44.17406276-106.88996461,Not enough to collect.,17dab4c2-d1fc-4982-b2ec-28573c6a416d,########,cnhp_guest4,########,cnhp_guest4
533,069d736f-cf45-4524-916c-85cf345e503b,KOMA,,,7,Other,Smut fungus,250,0,0,10,80,10,Malformed/Other,Smut fungus,2,30,3,9000,>50,no,20240820_44.16699667-106.90745273,,9dee9174-6689-41aa-879c-f28aaff97425,########,cnhp_guest4,########,cnhp_guest4
534,53e04ebf-7f06-426c-9697-c543c70cc566,FEID,,,10,No_Damage,,1000,0,0,0,20,80,Malformed/Other,Smut fungus,5,15,24,360000,>50,no,20240820_44.16699667-106.90745273,,9dee9174-6689-41aa-879c-f28aaff97425,########,cnhp_guest4,########,cnhp_guest4
535,f13338ae-6529-4ebc-88b7-001726f2e1a9,ACNE9,,,6,No_Damage,,1500,0,5,5,85,5,Healthy,,1,40,5,,>50,yes,20240820_44.16699667-106.90745273,,9dee9174-6689-41aa-879c-f28aaff97425,########,cnhp_guest4,########,cnhp_guest4
536,abf470ed-a680-405c-b69d-a0f41117a305,HEVI4,,,7,No_Damage,,500,0,85,10,5,0,Immature,,1,37,21,77700,<50,no,20240820_44.16699667-106.90745273,,9dee9174-6689-41aa-879c-f28aaff97425,########,cnhp_guest4,########,cnhp_guest4
537,662e7951-b020-45be-88d2-cf6f4fe6a4af,DECE,,,2,Other,Fungal smut,500,5,50,35,10,0,Empty,,2,30,5,30000,<50,no,20240820_44.22657761-107.23427987,Mostly dried flowers found,946ee70b-107a-4ef6-98b0-61851acf4d80,########,cnhp_guest4,########,cnhp_guest4
538,24b0a3f7-3463-4118-a11c-9d11d36e8172,DECE,,,3,No_Damage,,200,0,20,60,20,0,Immature,,2,30,4,9600,<50,no,20240821_44.28271651-106.99016797,,7b9d3b74-a8ee-4c05-b030-545b49170507,########,cnhp_guest4,########,cnhp_guest4
539,a24700ee-560c-43d5-8552-7b8c3a7dcb55,FEID,,,7,"Grazed_Domestic,Other",Smut fungus,10000,0,0,0,20,80,Malformed/Other,Fungal/smut,5,15,8,1200000,<50,no,20240821_44.28670792-106.97054029,,26858744-f217-4a88-a8bb-fec54554b707,########,cnhp_guest4,########,cnhp_guest4
540,82ff4233-c97f-4898-80d6-5b75882966f7,MOFI,,,1,No_Damage,,150,5,30,35,30,0,Immature,,5,96,5,72000,>50,yes,20240821_44.17917873-106.8830009,,f748924d-0cd5-44d6-a8e7-b1a8f5dd1b0d,########,cnhp_guest4,########,cnhp_guest4
541,ee4c445e-58c7-4a25-96f8-c0692bcc1d66,CHAN9,,,1,No_Damage,,50,60,25,15,0,0,Immature,,0,0,0,0,<50,no,20240821_44.17917873-106.8830009,,f748924d-0cd5-44d6-a8e7-b1a8f5dd1b0d,########,cnhp_guest4,########,cnhp_guest4
542,4bebc69c-b3a3-4771-b67d-672b0310d3a9,CHAN9,,,2,Insect_damage,,50,100,0,0,0,0,Empty,,100,35,6,210000,<50,no,20240821_44.16639536-106.92011857,,9f72ae77-f81b-43f2-bf49-05a5c77d375a,########,cnhp_guest4,########,cnhp_guest4
543,749ef516-db66-4eca-bfe9-ff279aa297a8,DECE,,,2,No_Damage,,100,5,10,30,50,5,Healthy,,2,30,2,2400,<50,no,20240821_44.16639536-106.92011857,,9f72ae77-f81b-43f2-bf49-05a5c77d375a,########,cnhp_guest4,########,cnhp_guest4
544,da05df5c-88df-426e-a2bc-aaafdcded022,Other,Geum triflorum,,5,No_Damage,,2000,10,0,40,40,10,Healthy,,50,2,2,80000,>50,yes,20240822_44.71969687-107.74727963,,17ebbed5-49f2-4536-8210-1ed0d4a51f03,########,cnhp_guest4,########,cnhp_guest4
545,f54cd257-04b7-4d4e-99d6-df09754cfd81,FEID,,,10,No_Damage,,10000,5,5,40,40,10,Healthy,,5,15,7,1050000,>50,yes,20240822_44.71969687-107.74727963,,17ebbed5-49f2-4536-8210-1ed0d4a51f03,########,cnhp_guest4,########,cnhp_guest4
546,a00228da-2e66-46d2-8402-31ec67b56f77,ELTR7,,,1,No_Damage,,150,10,5,75,10,0,Immature,,4,11,5,6600,<50,no,20240822_44.71969687-107.74727963,Mostly on roadside,17ebbed5-49f2-4536-8210-1ed0d4a51f03,########,cnhp_guest4,########,cnhp_guest4
547,4a67b50e-c671-43cb-ac26-179de78d97d1,ERUM,,,3,Grazed_Domestic,,500,95,0,0,0,5,Empty,,0,0,0,0,<50,no,20240822_44.71969687-107.74727963,Grazed by sheep,17ebbed5-49f2-4536-8210-1ed0d4a51f03,########,cnhp_guest4,########,cnhp_guest4
548,f477e306-e5ec-4c21-ab19-a192276b6c20,FEID,,,4,No_Damage,,700,0,5,20,75,0,Healthy,,5,15,28,294000,>50,yes,20240823_44.26090361-107.21358457,,70c2daf7-496d-4e77-aa66-66b8cd8eff7f,########,cnhp_guest4,########,cnhp_guest4
549,3e5ec450-11b6-4dff-bae2-8a572ea1cfec,DECE,,,4,Insect_damage,,700,0,0,10,90,0,Healthy,,2,30,5,42000,>50,yes,20240823_44.26090361-107.21358457,,70c2daf7-496d-4e77-aa66-66b8cd8eff7f,########,cnhp_guest4,########,cnhp_guest4
550,99d7510e-5b80-430e-9f86-53d195564914,ELTR7,,,5,No_Damage,,500,10,10,60,20,0,Immature,,4,11,3,13200,<50,no,20240823_44.26090361-107.21358457,,70c2daf7-496d-4e77-aa66-66b8cd8eff7f,########,cnhp_guest4,########,cnhp_guest4
551,2512b65a-91ed-44a3-82ad-f2ef193be803,ACNE9,,,3,No_Damage,,400,0,0,30,60,10,Healthy,,1,42,2,6720,>50,yes,20240823_44.26090361-107.21358457,,70c2daf7-496d-4e77-aa66-66b8cd8eff7f,########,cnhp_guest4,########,cnhp_guest4
552,8f194e6a-8678-4c86-95ed-291de9d26889,None,,,0,No_Damage,,0,0,0,0,0,0,Empty,,0,0,0,0,<50,no,20240824_44.5678687-107.53455696,,958798d7-c089-4bf6-b2b0-39b7b7cc743e,########,cnhp_guest4,########,cnhp_guest4
553,21046aa4-e73c-45e2-bcc6-170a0d2798fc,None,,"MOFI & ERSP4 points 1,200 ft from road, onsteep rockyhillsode. No road or trail to access.",0,No_Damage,,0,0,0,0,0,0,Empty,,0,0,0,0,<50,no,20240824_44.63022368-107.35516924,,94a06a58-6d71-4562-b749-23a90e3f894e,########,cnhp_guest4,########,cnhp_guest4
554,9deab28a-eba4-49c4-9491-a95cc6a5fa24,CHAN9,,,3,"Insect_damage,Other",Rust fungal damage,100,100,0,0,0,0,Empty,,100,35,6,420000,<50,no,20240824_44.60981951-107.30421717,"Site is weedy and very damaged this year, could be better in subsequent ones.",75566824-7ba5-4f6f-8fac-66bfef34b52e,########,cnhp_guest4,########,cnhp_guest4
555,09188c35-3ad4-4376-8322-d120dc562a0e,CHAN9,,,3,"Insect_damage,Other","Fungal, rust",200,25,20,50,5,0,Immature,,100,20,7,560000,<50,no,20240824_44.60881354-107.18753467,Site is not very accessible. Plants along strong river. cautionary collection w/o volunteers in future year.,899165f2-51bf-44b4-aa26-290ef40ba53c,########,cnhp_guest4,########,cnhp_guest4
556,d0db4220-6928-4996-8e3e-62945c99bf11,MOFI,,,15,No_Damage,,500,10,5,10,80,5,Healthy,,70,4,12,336000,>50,yes,20240824_44.61996422-107.12083394,,3623aee2-ef7d-47db-a74b-d8a7862c7f88,########,cnhp_guest4,########,cnhp_guest4
557,bb7faee3-2ba1-487d-adfd-b55b1157a463,None,,MOFI On sideof steeep cliff and highway.,1,Other,Highway disturbance,20,0,0,0,40,60,Empty,,0,0,0,0,<50,no,20240825_44.80804361-107.33976545,,c3acb46e-367a-403c-9ccf-886706b46e1a,########,cnhp_guest4,########,cnhp_guest4
558,f76dc9a0-b0c7-4b7a-a9be-d36e3eae7090,Other,Penstemon procerus,,5,No_Damage,,150,10,0,70,20,5,Immature,,0,0,0,0,<50,no,20240825_44.18758959-107.0025962,,3d4fe9fe-0e2e-41bc-8f30-97f544800730,########,cnhp_guest4,########,cnhp_guest4
559,019cb454-d15b-4960-9cf8-7f8d12c9e7ff,ELGL,,,2,Burnt,,350,0,30,10,60,0,Healthy,,1,238,7,116620,>50,yes,20240904_39.87253946-106.41112971,,2fdd3363-de1c-435d-bbe2-de1124509232,########,cnhp_guest4,########,cnhp_guest4
560,7978a363-41b5-425f-badf-808833672ed2,CHAN9,,,1,Burnt,,300,50,10,20,20,0,Immature,,100,25,3,450000,>50,yes,20240904_39.87253946-106.41112971,,2fdd3363-de1c-435d-bbe2-de1124509232,########,cnhp_guest4,########,cnhp_guest4
561,9e1df335-0adf-4724-973d-18919b45aa53,FEID,,,2,Burnt,,500,0,0,0,100,0,Healthy,,5,15,12,90000,>50,yes,20240904_39.87253946-106.41112971,,2fdd3363-de1c-435d-bbe2-de1124509232,########,cnhp_guest4,########,cnhp_guest4
562,17f547d4-ea3d-4ece-ba43-95208565f57e,Other,Bromus ciliatus,,3,Burnt,,250,0,10,5,85,0,Healthy,,1,81,5,20250,>50,yes,20240904_39.87253946-106.41112971,,2fdd3363-de1c-435d-bbe2-de1124509232,########,cnhp_guest4,########,cnhp_guest4
563,a9c1508a-f0e6-4c1d-b9b9-2e2a3fb3bdb0,ELGL,,,1,Grazed_Domestic,,300,0,5,45,50,0,Healthy,,3,12,5,10800,>50,yes,20240906_39.46777091-106.77493519,,ec37a192-d112-44c5-a6cd-b44f7c725e3b,########,cnhp_guest4,########,cnhp_guest4
564,0cd4912e-1206-41cc-9872-d98979f4faca,HEMU3,,,3,Grazed_Domestic,,1000,0,1,90,5,4,Healthy,,1,90,3,54000,>50,yes,20240906_39.46777091-106.77493519,,ec37a192-d112-44c5-a6cd-b44f7c725e3b,########,cnhp_guest4,########,cnhp_guest4
565,f79053eb-4641-48a7-8281-089c4b9f7442,ELGL,,,2,Grazed_Domestic,,1000,0,0,30,65,5,Healthy,,3,12,5,36000,>50,yes,20240907_39.48253807-106.78746267,,42312de5-a799-43be-9c06-fc05298b6c62,########,cnhp_guest4,########,cnhp_guest4
566,9c29619c-d2d4-4234-8bc2-1fcb594dc7c2,Other,Geum triflorum,,1.5,No_Damage,,900,0,0,5,70,25,Healthy,,1,90,3,48600,>50,yes,20240908_39.74995945-107.29188873,,6cc7f60f-cbc9-4e46-b6d8-8ed96db629c3,########,cnhp_guest4,########,cnhp_guest4
567,f9763006-93b7-407b-adb1-49d05e40fb3c,ELTR7,,,1,No_Damage,,450,0,0,10,85,5,Healthy,,4,11,7,27720,>50,yes,20240908_39.74995945-107.29188873,,6cc7f60f-cbc9-4e46-b6d8-8ed96db629c3,########,cnhp_guest4,########,cnhp_guest4
568,0415d54f-30bb-42ed-a70d-9c671bf091c4,Other,Geum triflorum,,0.5,No_Damage,,300,0,0,0,80,20,Healthy,,1,25,3,4500,>50,yes,20240908_39.76708525-107.3012973,,adc18c2f-abc9-4911-896d-561fd542945a,########,cnhp_guest4,########,cnhp_guest4
569,7859695a-9e07-404b-930f-bced3b06f878,ERUM,,,3,Resown,,1000,0,0,0,40,60,Healthy,,1,120,15,360000,>50,yes,20240903_39.56179441-105.99054089,,c62dda68-7e60-487e-a189-da47e1a6b414,########,cnhp_guest4,########,cnhp_guest4
570,f7a40089-bfc2-4ebe-be8d-696dfaf6fa2b,FEID,,,3,No_Damage,,200,0,0,0,5,95,Healthy,,5,15,8,24000,<50,no,20240904_39.85756367-106.39904332,,ea88d503-5d58-45d0-914e-b6837c849bed,########,cnhp_guest4,########,cnhp_guest4
571,669b6230-6b36-4bd1-a48a-f033ff3aa1d8,ERSP4,,,3,No_Damage,,300,0,5,35,55,5,Healthy,,1,400,4,96000,>50,yes,20240904_39.85756367-106.39904332,,ea88d503-5d58-45d0-914e-b6837c849bed,########,cnhp_guest4,########,cnhp_guest4
572,cf792820-34ce-4d31-a741-1820fceab958,ACNE9,,,3,No_Damage,,200,0,0,10,70,20,Healthy,,1,50,5,10000,>50,yes,20240904_39.85756367-106.39904332,,ea88d503-5d58-45d0-914e-b6837c849bed,########,cnhp_guest4,########,cnhp_guest4
573,25a9d110-a1d3-4e37-acae-66aabbaa6a7f,ELTR7,,,3,No_Damage,,350,0,0,10,60,30,Healthy,,4,11,7,21560,>50,yes,20240904_39.85756367-106.39904332,,ea88d503-5d58-45d0-914e-b6837c849bed,########,cnhp_guest4,########,cnhp_guest4
574,bfb6c28e-9391-43be-bf0d-d69ab0ad1ce4,ELGL,,,3,No_Damage,,200,0,0,20,70,10,Healthy,,3,12,10,14400,>50,yes,20240904_39.85756367-106.39904332,,ea88d503-5d58-45d0-914e-b6837c849bed,########,cnhp_guest4,########,cnhp_guest4
575,03935328-cf77-4295-9148-a9f62041ad15,CHAN9,,,3,No_Damage,,1500,50,5,15,25,10,Healthy,,50,10,3,450000,>50,yes,20240904_39.87926851-106.39983561,"Geology layer boundary of limestone and migmatite, primarily on migmatite",5a510497-9417-413d-89d6-d7206c285c01,########,cnhp_guest4,########,cnhp_guest4
576,b7563896-1304-47aa-904f-32c80ad1b63d,Other,Solidago simplex,,3,No_Damage,,500,0,5,50,45,0,Healthy,,1,240,3,72000,>50,yes,20240904_39.87926851-106.39983561,,5a510497-9417-413d-89d6-d7206c285c01,########,cnhp_guest4,########,cnhp_guest4
577,d64528ce-d552-44d7-ac19-cebd5dc66fad,HEMU3,,,5,"Grazed_Domestic,Insect_damage,Burnt,Seeded,Other",Smut,800,0,5,30,60,5,Healthy,,1,100,3,48000,>50,yes,20240906_39.46568891-106.7761291,,e014992b-344a-46de-908e-c42079d93d90,########,cnhp_guest4,########,cnhp_guest4
578,ae087f13-4a65-4b43-9239-476b945abf45,ERSP4,,,5,"Insect_damage,Grazed_Domestic,Seeded,Other,Burnt",Smut,300,0,5,45,45,5,Healthy,,1,300,5,90000,>50,yes,20240906_39.46568891-106.7761291,,e014992b-344a-46de-908e-c42079d93d90,########,cnhp_guest4,########,cnhp_guest4
579,4218880d-e0db-4f1c-aace-3a468dc7cef3,ERSP4,,,2,No_Damage,,500,0,0,10,85,5,Healthy,,1,0,0,0,>50,yes,20240907_39.67172944-107.17628751,,4e26f29c-d4b4-4f26-9c39-4771ecdf9a18,########,cnhp_guest4,########,cnhp_guest4
580,079c5b7f-842a-403c-9f8e-8aa87295b2eb,ERUM,,,2,No_Damage,,100,0,50,30,20,0,Healthy,,0,0,0,0,>50,no,20240907_39.67172944-107.17628751,,4e26f29c-d4b4-4f26-9c39-4771ecdf9a18,########,cnhp_guest4,########,cnhp_guest4
581,105fa35e-fdc9-470e-a442-ab16f574f964,ACNE9,,,2,No_Damage,,100,0,0,0,75,25,Healthy,,1,0,0,0,>50,no,20240907_39.67172944-107.17628751,,4e26f29c-d4b4-4f26-9c39-4771ecdf9a18,########,cnhp_guest4,########,cnhp_guest4
582,f74a71f5-2477-488c-8a61-046ab054b7bd,HEMU3,,,5,No_Damage,,1000,0,40,30,25,5,Healthy,,1,200,3,0,>50,yes,20240907_39.68115471-107.19867562,,f8e1025c-ccf9-41db-9456-0a8e5714d1cf,########,cnhp_guest4,########,cnhp_guest4
583,8c186ecb-11cd-432f-83ee-c883c88f7107,ELGL,,,1,No_Damage,,200,0,0,30,60,10,Healthy,,3,12,5,7200,>50,no,20240907_39.68115471-107.19867562,,f8e1025c-ccf9-41db-9456-0a8e5714d1cf,########,cnhp_guest4,########,cnhp_guest4
584,b9f954a4-4f6b-46d6-8e56-a704fd321714,ACNE9,,,5,No_Damage,,200,0,0,15,65,20,Healthy,,1,30,3,3600,>50,no,20240907_39.68115471-107.19867562,,f8e1025c-ccf9-41db-9456-0a8e5714d1cf,########,cnhp_guest4,########,cnhp_guest4
585,12f6a419-6730-49e3-b66a-ca520903c8d6,ERSP4,,,2,No_Damage,,500,0,1,49,50,0,Healthy,,1,0,0,0,>50,no,20240907_39.72956965-107.26263807,,1a329049-d98c-4132-b996-7de6076c29ca,########,cnhp_guest4,########,cnhp_guest4
