ObjectID,GlobalID,Primary Key,Seed Collection Ref. Number,USFS Collection ID,Date Collection Started,Date Collection Ended,DateYMD,Recollection,Original Seed Reference Number,Collected Species,Other Species,Comments,Species Collection Number,Collection Technique,Seeds Collected From,Reason for Collecting from Ground,Number of Plants Sampled,Number of Plants Found,Average Plant Height,Field Notes to Assist in Identification of Pressed Specimen,Ecoregion,Ranger District,Org_Code,Provisional Seed Zone,Geology,Has There Been a Change in the Site's Disturbance/Damage Since Your Pre-Collection Form?,New Modifying Factors,If Other Factor Please Specify,Land Form,If Other Land Form Please Specify,Slope,Aspect,Number of Pressed Specimens,Date Voucher Taken,Herbaria names,How Confident are you in This Species' Identification?,Identified By,Material Identified,Date Identified,To be completed before you walk away from the site,Soil Texture,If Other Soil Type Please Specify,National Vegetation Classification,How Confident are you in this Vegetation's Classification?,Notes on NVC,Seed Collection Raw Weight,CreationDate,Creator,EditDate,Editor,x,y
213,3407466c-08b5-4721-812b-5b049e7cb26a,20240923_44.78591416798831-107.4768017416727,CLMBR2.1-046,DECE_MR0510HU_020206_20240923-01,9/23/2024 20:36,9/23/2024 21:00,20240923,no,,DECE,,,01,20_percent,Plants,,392,400,3,,MR,20206,20206,0510HU,Granitic,no,,,Drainage,,5,S,2,9/23/2024 18:00,Local,,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.063,10/01/2024 13:45:46.802,cnhp_guest7,10/01/2024 13:45:46.802,cnhp_guest7,-107.4767889,44.78590119
214,9926c7d8-624c-4783-bf1a-ec3cab59b64d,20240925_44.86946120874286-107.318729097111,CLMBR2.1-047,LIPU_MR1015SH_020206_20240925-01,9/25/2024 15:43,9/25/2024 22:00,20240925,no,,LIPU,,,01,Every_5,Plants,,311,2000,1,,MR,20206,20206,1015SH,Sedimentary,no,,,Lowlands,,5,E,2,9/25/2024 18:00,Local,9,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.644,10/01/2024 13:45:58.453,cnhp_guest7,10/24/2024 14:06:11.833,cnhp_guest7,-107.3187346,44.86942692
215,63771897-9286-4911-bb1f-48e825108950,20240828_44.86005735026228-107.48352362454318,CLMBR2.1-021,FEID_MR1015HU_020206_20240828-01,8/28/2024 20:14,8/28/2024 21:15,20240828,no,,FEID,,,01,Every_5,Plants,,90,500,1.5,,MR,20206,20206,1015HU,Volcanic,no,,,Flat,,10,S,2,8/28/2024 18:00,Local,,,,,"landscape_photo,Material_photo,Individual_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.2,10/01/2024 15:38:48.167,cnhp_guest7,10/01/2024 15:38:48.167,cnhp_guest7,-107.4835448,44.8601014
216,dcbecbfa-bffd-42cd-b92c-6c0f2ba2e6ce,20240925_39.34095128-105.28306944,Conps2.1-008,MOFI_SR1015SH_021211_20240925-01,9/25/2024 18:49,9/25/2024 20:00,20240925,no,,MOFI,,,01,20_percent,Plants,,117,500,1,"Oregano-ish, minty aroma",SR,21211,21211,1015SH,Granite,no,,,Hillslope,,8,NE,2,9/25/2024 18:00,Local,8,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Sandy_Loam,,CEGL000844 Pinus ponderosa/Arctostaphylos uva-ursi woodland,6,Douglas fir doesnt feel accidental ,29,10/03/2024 02:48:37.401,cnhp_guest7,11/02/2024 19:17:02.007,cnhp_guest7,-105.2829849,39.34093993
217,f877fa73-9212-4769-af2e-b8ade240fb69,20241006_39.35562264-105.24995672,CONPS2.1-010,PEVI3_SR1015SH_021211_20241006-01,10/6/2024 20:47,10/6/2024 22:18,20241006,no,,PEVI3,,,01,Every_5,Plants,,60,300,0.75,,SR,21211,21211,1015SH,Granite,no,,,Hillslope,,9,NE,2,10/6/2024 18:00,Local,8,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Sandy_Loam,,CEGL000851 Pinus ponderosa/cercocarpus montanus ,6,"Adjacent to CEGL000848 collections, slightly different vegetation ",71,10/07/2024 02:02:24.531,cnhp_guest7,11/02/2024 19:03:33.431,cnhp_guest7,-105.2500135,39.35562739
218,6c4d2bcd-aa87-4b1e-bdb5-87545e98b6ec,20240922_41.20363207-107.05879303,USFSR2.2-078,ELGL_SR0510VH_020602_20240922-01,9/22/2024 17:15,9/22/2024 19:00,20240922,no,,ELGL,,,01,Every_5,Plants,,133,665,3.5,,SR,20602,20602,0510VH,Amphibolite,no,,,Flat,,2,NE,2,9/22/2024 18:00,Local,8,Robert Monahan,From Pressed Specimen on Another Date,11/1/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Cobbly loam,A3614 Abies lasiocarpa - Picea engelmannii Rocky Mountain Moist Forest Alliance,8,Couldn't find an association with matching understory,205,10/07/2024 20:49:47.534,cnhp_guest4,11/04/2024 18:59:54.061,cnhp_guest4,-107.0589993,41.20361765
219,8b2e4943-5e13-4356-860a-5c7890f1483d,20241001_42.83004898-103.60019884,USFSR2.2-081,LIPU_HP1015SH_020702_20241002-01,10/2/2024 14:00,10/2/2024 18:00,20241002,no,,LIPU,,,01,Every_5,Plants,,149,750,1,,HP,20702,20702,1015SH,Sand,no,,,Drainage,,1,NE,2,10/2/2024 18:00,Local,9,Robert Monahan,From Pressed Specimen on Another Date,10/22/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Very fine sand/ sandy loam,CEGL001473 - Calamovilfa longifolia - Hesperostipa comata Grassland,7,"Fine sands along intermittent sands, scattered shrubs",80,10/07/2024 21:39:24.573,cnhp_guest4,10/29/2024 03:24:43.541,cnhp_guest4,-103.6000081,42.83010641
220,073e3371-afc7-4b62-b0ef-364bb6e5c70b,20241001_42.83004898-103.60019884,USFSR2.2-082,SCSC_HP1015SH_020702_20241002-01,10/2/2024 14:00,10/2/2024 18:00,20241002,no,,SCSC,,,01,Every_5,Plants,,879,5395,1.5,,HP,20702,20702,1015SH,Sand,no,,,Drainage,,1,NE,2,10/2/2024 18:00,Local,9,Robert Monahan CNHP,From Pressed Specimen on Another Date,10/22/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Very fine sand/ sandy loam,CEGL001373 - Calamovilfa  longifolia - Hesperostipa comata Grassland,7,"Fine sands along intermittent sands, scattered shrubs",330,10/07/2024 21:39:26.992,cnhp_guest4,11/04/2024 19:04:12.982,cnhp_guest4,-103.6000366,42.83009949
221,03fc11f5-0e9c-42f7-bd78-850468435cf1,20241001_42.83004898-103.60019884,USFSR2.2-083,RACO3_HP1015SH_020702_20241002-01,10/2/2024 14:00,10/2/2024 18:00,20241002,no,,RACO3,,,01,20_percent,Plants,,105,105,0.5,,HP,20702,20702,1015SH,Sand,no,,,Drainage,,1,NE,2,10/2/2024 18:00,Local,9,Robert Monahan,From Pressed Specimen on Another Date,10/22/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Very fine sand/ sandy loam,Populus deltoides - Fraxinus pensylvanica Floodplain Forest,7,Wrong Populus species listed? RACO3 only found in floodplain with tree species,15,10/07/2024 21:39:29.227,cnhp_guest4,10/29/2024 03:15:44.294,cnhp_guest4,-103.6000228,42.83014642
222,5f91c580-d31f-44d7-977d-ce5d29fc6ffc,20241001_42.83004898-103.60019884,USFSR2.2-084,MOFI_HP1015SH_020702_20241002-01,10/2/2024 14:00,10/2/2024 18:00,20241002,no,,MOFI,,,01,Every_5,Plants,,115,575,1.5,,HP,20702,20702,1015SH,Sand,no,,,Drainage,,1,NE,2,10/2/2024 18:00,Local,9,Robert Monahan,From Pressed Specimen on Another Date,10/22/2024 18:00,"landscape_photo,Individual_photo,Bags,herbarium_vouchers,Material_photo,filled_out",Other,Very fine sand/ sandy loam,CEGL000658 - Populus deltoides - Fraxinus pennsylvanica Forest,7,Wrong Populus species listed? MOFI only found in floodplain with tree species,125,10/07/2024 21:39:31.623,cnhp_guest4,10/29/2024 03:14:28.893,cnhp_guest4,-103.6000379,42.83014321
223,bed40a05-06d8-48fc-8e43-7f16fea22ab4,20241002_42.96702325-103.44001539,USFSR2.2-085,SCSC_NG1015SH_020702_20241003-01,10/3/2024 15:00,10/3/2024 18:00,20241003,no,,SCSC,,,01,Every_5,Plants,,1076,10000,1,,NG,20702,20702,1015SH,Shale,no,,,Hills,,13,NW,2,10/3/2024 18:00,Local,9,Robert Monahan,From Pressed Specimen on Another Date,10/22/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,filled_out,Bags",Clay,,CEGL002034 - Pascopyrum smithii - Hesperostipa comata Central Mixedgrass Grassland,8,"Clay,  forbs present, dominant grasses listed",155,10/07/2024 21:39:33.774,cnhp_guest4,10/29/2024 03:36:38.188,cnhp_guest4,-103.4397488,42.96670084
224,96f63649-f0ab-4176-9b0c-4379979ab7a7,20241002_42.96702325-103.44001539,USFSR2.2-086,LIPU_NG1015SH_020702_20241003-01,10/3/2024 15:00,10/3/2024 18:00,20241003,no,,LIPU,,,01,20_percent,Plants,,111,111,1,,NG,20702,20702,1015SH,Shale,no,,,Hills,,13,NW,2,10/3/2024 18:00,Local,8,Robert Monahan,From Pressed Specimen on Another Date,10/22/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Clay,,CEGL002034 - Pascopyrum smithii - Hesperostipa comata Central Mixedgrass Grassland,8,"Clay soils, forbs present",5,10/07/2024 21:39:36.440,cnhp_guest4,10/29/2024 03:37:20.736,cnhp_guest4,-103.4397329,42.96671291
225,f0f41dda-0c77-4030-b9d0-8331df2c0fb1,20241002_42.96702325-103.44001539,USFSR2.2-087,HEVI4_NG1015SH_020702_20241003-01,10/3/2024 15:00,10/3/2024 18:00,20241003,no,,HEVI4,,,01,Every_5,Plants,,75,375,0.3,,NG,20702,20702,1015SH,Shale,no,,,Hills,,13,NW,2,10/3/2024 18:00,Local,7,Robert Monahan,From Pressed Specimen on Another Date,10/22/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Clay,,CEGL002034 - Pascopyrum smithii - Hesperostipa comata Central Mixedgrass Grassland,8,"Clay soils, dominant grasses, forbs present",10,10/07/2024 21:39:39.243,cnhp_guest4,10/29/2024 03:39:16.128,cnhp_guest4,-103.4397372,42.96670827
226,0aaac7a1-4348-4375-9aa1-520316f3f3c4,20241003_42.68999205-103.57612068,USFSR2.1-078,LIPU_HP1015SH_020702_20241003-02,10/3/2024 20:30,10/3/2024 21:00,20241003,no,,LIPU,,,02,20_percent,Plants,,174,200,1,,HP,20702,20702,1015SH,Sand,no,,,Flat,,3,Flat,2,10/3/2024 18:00,Local,9,"Robert Monahan, CNHP",From Pressed Specimen on Another Date,10/24/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Fine sandy loam,CEGL002035 Schizachyrium scoparium - Bouteloua curtipendula - Bouteloua hirsuta - (Yucca glauca) Grassland,7,,45,10/07/2024 21:39:41.596,cnhp_guest4,12/02/2024 18:37:23.842,cnhp_guest4,-103.57614,42.69005656
227,c91a0e5c-d243-46ec-8325-d4e2c8f34375,20241004_42.67966857-103.15741998,USFSR2.2-088,Other_HP1015SH_020702_20241004-02,10/4/2024 20:30,10/4/2024 23:00,20241004,no,,Other,Penstemon grandiflorus,,02,20_percent,Plants,,138,138,2.5,,HP,20702,20702,1015SH,Sand,no,,,Drainage,,1,S,2,10/4/2024 18:00,Local,6,Dina Clark,From Pressed Specimen on Another Date,11/19/2024 18:52:10.149,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Silt_Loam,,CEGL002035 - Schizachyrium scoparium - Bouteloua curtipendula - Bouteloua hirsuta - (Yucca glauca),8,"Unsure of other grasses present, yucca sparse, bunch grasses present, many herbaceous species",45,10/07/2024 21:39:43.767,cnhp_guest4,11/19/2024 18:55:10.363,cnhp_guest4,-103.1574412,42.67970916
228,14f59155-04da-4f4c-887c-720ecb165d1d,20241004_42.67966857-103.15741998,USFSR2.2-089,LIPU_HP1015SH_020702_20241004-01,10/4/2024 20:30,10/4/2024 23:00,20241004,no,,LIPU,,,01,20_percent,Plants,,62,62,0.7,,HP,20702,20702,1015SH,Sand,no,,,Drainage,,1,S,2,10/4/2024 18:00,Local,8,Robert Monahan,From Pressed Specimen on Another Date,10/22/2024 18:00,"landscape_photo,Material_photo,Individual_photo,herbarium_vouchers,Bags,filled_out",Silt_Loam,,CEGL002035 - Schizachyrium scoparium - Bouteloua curtipendula - Bouteloua hirsuta - (Yucca glauca),8,"Unsure of grasses present, yucca sparse, forbs present",10,10/07/2024 21:39:46.047,cnhp_guest4,10/29/2024 04:17:26.266,cnhp_guest4,-103.1574219,42.67969254
229,8da516b1-2f3b-49df-bef1-66dae0373a56,20241004_42.67966857-103.15741998,USFSR2.2-090,SCSC_HP1015SH_020702_20241004-02,10/4/2024 20:30,10/4/2024 23:00,20241004,no,,SCSC,,,02,Every_5,Plants,,353,5000,1.5,,HP,20702,20702,1015SH,Sand,no,,,Drainage,,1,S,,10/4/2024 18:00,Local,,Robert Monahan,From Pressed Specimen on Another Date,10/22/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Silt_Loam,,CEGL002035 - Schizachyrium scoparium - Bouteloua curtipendula - Bouteloua hirsuta - (Yucca glauca),8,"Bunch grasses, yucca sparse, multiple forbs present",135,10/07/2024 21:39:48.280,cnhp_guest4,11/04/2024 19:06:56.038,cnhp_guest4,-103.1574216,42.67969087
230,cc0c6f7e-0654-4c6f-b35f-eaf8a9ba419d,20241005_42.67792601-103.09080882,USFSR2.2-091,SCSC_HP1520SH_020702_20241005-01,10/5/2024 13:50,10/5/2024 18:00,20241005,no,,SCSC,,,01,Every_5,Plants,,170,850,2,,HP,20702,20702,1520SH,Sand,no,,,Drainage,,10,NW,2,10/5/2024 18:00,Local,9,Robert Monahan,From Pressed Specimen on Another Date,10/22/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Silt_Loam,,CEGL001473 - Calamovilfa longifolia - Hesperostipa comata Grassland,8,"Trees mostly in drainage, collections made outside of those areas, on terrace of stream and hills. Sandy soils, sparse shrub layer, dominant grasses fit.",50,10/07/2024 21:39:50.254,cnhp_guest4,10/29/2024 04:24:16.674,cnhp_guest4,-103.0907272,42.67793526
231,1a12d485-fdc4-4e5d-a641-6e8224f992b7,20241005_42.67792601-103.09080882,USFSR2.2-092,Other_HP1520SH_020702_20241005-01,10/5/2024 13:50,10/5/2024 18:00,20241005,no,,Other,Penstemon grandiflorus,,01,20_percent,Plants,,188,188,2.5,,HP,20702,20702,1520SH,Sand,no,,,Drainage,,10,NW,,10/5/2024 18:00,Local,,Dina Clark,From Pressed Specimen on Another Date,11/19/2024 18:54:05.674,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Silt_Loam,,CEGL001473 - Calamovilfa longifolia - Hesperostipa comata Grassland,8,"Trees mostly in drainage, collections made outside of those areas, on terrace of stream and hills. Sandy soils, sparse shrub layer, dominant grasses fit.",90,10/07/2024 21:39:52.517,cnhp_guest4,11/19/2024 18:55:10.982,cnhp_guest4,-103.0907364,42.67793441
232,e97e92c9-e371-462d-bf2f-4c32a914cda0,20241006_42.70649487-103.02883782,USFSR2.1-088,LIPU_HP1520SH_020702_20241006-01,10/6/2024 15:30,10/6/2024 16:30,20241006,no,,LIPU,,,01,20_percent,Plants,,205,250,0.75,,HP,20702,20702,1520SH,Sand,no,,,Hillslope,,25,SW,2,10/6/2024 18:00,Local,9,Robert Monahan,From Pressed Specimen on Another Date,10/22/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Loamy very fine sand,CEGL000201 Pinus ponderosa / Schizachyrium scoparium Open Woodland,,,65,10/07/2024 21:39:54.659,cnhp_guest4,10/30/2024 19:18:01.208,cnhp_guest4,-103.028853,42.70648274
233,6176122f-844e-48fe-a10a-b4ca47848fb7,20241006_42.71265866-102.95137523,USFSR2.1-089,MOFI_HP1520SH_020702_20241006-01,10/6/2024 19:45,10/6/2024 23:30,20241006,no,,MOFI,,,01,Every_5,Plants,,2210,25000,2.5,,HP,20702,20702,1520SH,Sand,no,,,Depression,,5,SE,2,10/6/2024 18:00,Local,8,Robert Monahan,From Pressed Specimen on Another Date,10/22/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Silt_Loam,,CEGL000201 Pinus ponderosa / Schizachyrium scoparium Open Woodland,8,,2115,10/07/2024 21:39:57.101,cnhp_guest4,10/30/2024 19:18:51.346,cnhp_guest4,-102.9513697,42.71266147
234,2bf3d9ee-1571-4569-9bf0-a4d0afb8e148,20241006_42.75733844-102.99649877,USFSR2.2-093,Other_HP1015SH_020702_20241007-01,10/7/2024 13:30,10/8/2024 4:00,20241007,no,,Other,PEGR7,,01,20_percent,Plants,,240,300,2,,HP,20702,20702,1015SH,NO VALUE,no,,,Plains,,15,NW,2,10/7/2024 18:00,Local,10,Dina Clark,From Pressed Specimen on Another Date,11/19/2024 18:53:02.133,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Loam,,CEGL002036 - Schizachyrium scoparium - Bouteloua curtipendula Loess Mixedgrass Grassland,8,"Dominated by short to mid grasses, loam soils, yucca sparse",173,10/07/2024 21:39:59.114,cnhp_guest4,11/19/2024 18:55:11.621,cnhp_guest4,-102.9971299,42.75760772
235,ef29747a-c863-400b-b6c8-4549a5ec783b,20241006_42.75733844-102.99649877,USFSR2.2-094,LIPU_HP1015SH_020702_20241007-01,10/7/2024 14:00,10/7/2024 18:00,20241007,no,,LIPU,,,01,20_percent,Plants,,62,200,1,,HP,20702,20702,1015SH,NO VALUE,no,,,Plains,,15,NW,2,10/7/2024 18:00,Local,10,Robert Monahan,From Pressed Specimen on Another Date,10/22/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Loam,,CEGL002036 - Schizachyrium scoparium - Bouteloua curtipendula Loess Mixedgrass Grassland,8,"Not many SCSC associations without shrub, tree, or tallgrass layer within region. Could be altered by grazing. Sparse shrub layer, short-mid grasses dominant",15,10/07/2024 21:40:01.335,cnhp_guest4,10/29/2024 04:39:22.383,cnhp_guest4,-102.9970918,42.7575923
236,18535726-8f5a-4fc0-9b1e-cb0dd41b85bd,20241004_42.6379578-103.25703528,USFSR2.1-079,SCSC_HP1015SH_020702_20241004-01,10/4/2024 15:00,10/4/2024 18:00,20241004,no,,SCSC,,,01,Every_5,Plants,,463,1500,2,,HP,20702,20702,1015SH,Sand,no,,,Plains,,12,W,,10/4/2024 18:00,Local,9,Robert Monahan,From Pressed Specimen on Another Date,10/22/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Loamy_Sand,,CEGL000201 Pinus ponderosa / Schizachyrium scoparium Open Woodland,8,,140,10/08/2024 14:20:11.082,ac15_CSUesri,10/30/2024 18:16:12.934,cnhp_guest4,-103.2565164,42.6379442
237,98ddd0b9-af68-48e0-8608-c02160dae1d3,20241004_42.6379578-103.25703528,USFSR2.1-080,Other_HP1015SH_020702_20241004-01,10/4/2024 15:00,10/4/2024 18:00,20241004,no,,Other,PEGR7,,01,20_percent,Plants,,82,100,2,,HP,20702,20702,1015SH,Sand,no,,,Plains,,12,W,2,10/4/2024 18:00,Local,,Dina Clark,From Pressed Specimen on Another Date,11/19/2024 19:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Loamy_Sand,,CEGL000201 Pinus ponderosa / Schizachyrium scoparium Open Woodland,,,25,10/08/2024 14:20:15.572,ac15_CSUesri,11/19/2024 18:48:38.190,cnhp_guest4,-103.2565483,42.63794827
238,ad5cf320-5b52-46e7-aff2-a5c3626e2404,20241004_42.6379578-103.25703528,USFSR2.1-081,MOFI_HP1015SH_020702_20241004-01,10/4/2024 16:30,10/4/2024 19:15,20241004,no,,MOFI,,,01,20_percent,Plants,,102,120,2,,HP,20702,20702,1015SH,Sand,no,,,Plains,,12,W,2,10/4/2024 18:00,Local,,Robert Monahan,From Pressed Specimen on Another Date,10/22/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Loamy_Sand,,CEGL000201 Pinus ponderosa / Schizachyrium scoparium Open Woodland,8,,30,10/08/2024 14:20:18.393,ac15_CSUesri,10/30/2024 18:18:20.409,cnhp_guest4,-103.2565295,42.63796335
239,159c301c-b519-4fd2-9706-641cdf785c65,20241004_42.6379578-103.25703528,USFSR2.1-082,ANGE_HP1015SH_020702_20241004-01,10/4/2024 16:50,10/4/2024 18:00,20241004,no,,ANGE,,,01,Every_5,Plants,,138,200,1,,HP,20702,20702,1015SH,Sand,no,,,Plains,,12,W,2,10/4/2024 18:00,Local,8,Robert Monahan,From Pressed Specimen on Another Date,10/22/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,filled_out,Bags",Loamy_Sand,,CEGL000201 Pinus ponderosa / Schizachyrium scoparium Open Woodland,8,,30,10/08/2024 14:20:21.358,ac15_CSUesri,10/30/2024 18:18:58.551,cnhp_guest4,-103.2568232,42.63788903
240,acc4d8fd-98a3-4771-97a0-77b1023cf261,20241004_42.6379578-103.25703528,USFSR2.1-083,RACO3_HP1015SH_020702_20241004-01,10/4/2024 17:30,10/4/2024 20:00,20241004,no,,RACO3,,,01,20_percent,Plants,,241,300,1,,HP,20702,20702,1015SH,Sand,no,,,Plains,,12,W,2,10/4/2024 18:00,Local,,Robert Monahan,From Pressed Specimen on Another Date,10/22/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Loamy_Sand,,CEGL000201 Pinus ponderosa / Schizachyrium scoparium Open Woodland,9,,30,10/08/2024 14:20:24.542,ac15_CSUesri,10/30/2024 18:19:39.576,cnhp_guest4,-103.2565032,42.63794923
241,c2e5ac61-74ea-48d6-a0ba-cbd816c6b6e8,20241005_42.63965383-103.0967518,USFSR2.1-085,MOFI_HP1520SH_020702_20241005-01,10/5/2024 16:00,10/5/2024 18:00,20241005,no,,MOFI,,,01,Every_5,Plants,,1222,6250,2,,HP,20702,20702,1520SH,Sand,yes,Grazed_Domestic,,Lowlands,,4,NW,2,10/5/2024 18:00,Local,10,Robert Monahan,From Pressed Specimen on Another Date,10/22/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Silt_Loam,,CEGL000203 Pinus ponderosa / Symphoricarpus albus Forest,6,,875,10/08/2024 14:20:27.827,ac15_CSUesri,10/30/2024 18:45:55.758,cnhp_guest4,-103.0968782,42.63949669
242,0d281f77-5255-422e-9153-e257349784e7,20241005_42.63965383-103.0967518,USFSR2.1-086,RACO3_HP1520SH_020702_20241005-01,10/5/2024 17:00,10/5/2024 18:00,20241005,no,,RACO3,,,01,20_percent,Plants,,154,200,1,,HP,20702,20702,1520SH,Sand,no,,,Lowlands,,4,NW,2,10/5/2024 18:00,Local,,Robert Monahan,From Pressed Specimen on Another Date,10/22/2024 18:00,"landscape_photo,Individual_photo,Material_photo,Bags,filled_out,herbarium_vouchers",Silt_Loam,,CEGL000201 Pinus ponderosa / Schizachyrium scoparium Open Woodland,8,,20,10/08/2024 14:20:30.754,ac15_CSUesri,10/30/2024 18:47:44.721,cnhp_guest4,-103.0997582,42.63825143
243,6558cdb7-39e6-4e4f-83b3-f68eef22d27d,20241005_42.72138941-103.01537881,USFSR2.1-087,Other_HP1520SH_020702_20241005-02,10/5/2024 21:30,10/5/2024 23:45,20241005,no,,Other,PEGR7,,02,20_percent,Plants,,466,500,1,,HP,20702,20702,1520SH,Sand,no,,,Plains,,10,E,2,10/5/2024 18:00,Local,9,Dina Clark,From Pressed Specimen on Another Date,11/19/2024 19:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Silt_Loam,,CEGL008297 Hesperostipa comata - Bouteloua gracilis - Carex filifolia Northern Grassland,7,,215,10/08/2024 14:20:33.672,ac15_CSUesri,11/19/2024 18:49:40.132,cnhp_guest4,-103.0135098,42.72130061
244,26245442-5c9b-45bd-9c38-de917b118828,20241005_42.72138941-103.01537881,USFSR2.1-084,SCSC_HP1520SH_020702_20241005-02,10/5/2024 21:30,10/5/2024 23:45,20241005,no,,SCSC,,,02,Every_5,Plants,,546,1000,1,,HP,20702,20702,1520SH,Sand,no,,,Plains,,10,E,2,10/5/2024 18:00,Local,10,Robert Monahan,From Pressed Specimen on Another Date,10/22/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Silt_Loam,,CEGL008297 Hesperostipa comata - Bouteloua gracilis - Carex filifolia Northern Grassland,7,,240,10/08/2024 14:20:36.233,ac15_CSUesri,10/30/2024 18:34:14.081,cnhp_guest4,-103.0134903,42.72134506
245,8b3217ad-43ae-46d3-af45-dec9e099f539,20241021_44.099224377086124-107.27662691925114,CLMBR2.1-048,Other_MR1520SH_020201_20241021-01,10/21/2024 17:40,10/21/2024 18:00,20241021,no,,Other,Artemisia tridentata ssp. vaseyana,,01,20_percent,Plants,,540,600,3,,MR,20201,20201,1520SH,Unconsolidated,no,,,Canyon,,10,NE,2,10/21/2024 18:00,Local,,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,1.675,10/22/2024 13:38:40.467,cnhp_guest7,10/24/2024 14:04:18.509,cnhp_guest7,-107.2766383,44.09919978
246,9bb101bf-57f3-41f7-bba3-1a8d06c92ec2,20241021_44.15198768280776-107.1912541129511,CLMBR2.1-049,Other_MR0510HU_020201_20241021-02,10/21/2024 19:49,10/21/2024 18:00,20241021,no,,Other,Artemisia tridentata ssp. vaseyana,,02,20_percent,Plants,,1001,15002,1.5,,MR,20201,20201,0510HU,Dolostone,no,,,Hills,,10,NE,2,10/21/2024 18:00,Local,,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,2.5375,10/22/2024 13:40:44.541,cnhp_guest7,10/24/2024 14:05:02.489,cnhp_guest7,-107.1913039,44.15199886
247,faae69ec-7557-47e9-afc8-ad5da31c09b0,20241028_39.35623921-105.24924828,CONPS2.1-012,Other_SR1015SH_021211_20241029-01,10/29/2024 15:30,10/29/2024 18:00,20241029,no,,Other,Muhlenbergia montana,,01,Every_5,Plants,,283,20000,2.25,"Reddish culms, fine wavy awns, tridentate glumes",SR,21211,21211,1015SH,Granite,no,,,Hillslope,,5,S,2,10/28/2024 18:00,Local,7,,,,"landscape_photo,herbarium_vouchers,Material_photo,Individual_photo,filled_out,Bags",Sandy_Loam,,CEGL000848 Pinus ponderosa/Bouteloua gracilis woodland,7,Keyed after training,289,10/30/2024 19:58:30.888,cnhp_guest7,11/02/2024 18:52:11.586,cnhp_guest7,-105.2492043,39.35601966
